Expense Code,Expense Amount (SAR),Month,Expense Quantity,Government Entity
2617,8,10/1/2017,1000,Ministry of Health
2665,1.78,6/1/2017,492,Ministry of Health
2665,1.78,12/1/2017,123,Ministry of Health
2677,5.88,6/1/2017,192,Ministry of Health
2677,5.88,12/1/2017,96,Ministry of Health
2683,1.15,11/1/2017,1050,Ministry of Health
2683,1.15,2/1/2018,875,Ministry of Health
2683,1.15,3/1/2018,1750,Ministry of Health
2683,1.15,5/1/2018,4200,Ministry of Health
2683,1.15,5/1/2017,1050,Ministry of Health
2692,10.55,4/1/2017,972,Ministry of Health
2692,10.55,11/1/2017,432,Ministry of Health
2692,10.55,6/1/2017,72,Ministry of Health
2692,10.55,12/1/2017,540,Ministry of Health
2692,10.55,8/1/2017,72,Ministry of Health
2692,10.55,10/1/2017,324,Ministry of Health
2692,10.55,1/1/2018,324,Ministry of Health
2692,10.55,7/1/2017,72,Ministry of Health
2692,10.55,2/1/2018,756,Ministry of Health
2692,10.55,4/1/2018,252,Ministry of Health
2692,10.55,3/1/2018,72,Ministry of Health
2692,10.55,5/1/2018,648,Ministry of Health
2692,10.55,5/1/2017,504,Ministry of Health
2692,10.55,9/1/2017,360,Ministry of Health
2693,0.46,6/1/2017,450,Ministry of Health
2693,0.46,12/1/2017,100,Ministry of Health
2693,0.46,8/1/2017,1350,Ministry of Health
2693,0.46,9/1/2017,300,Ministry of Health
2741,8.57,6/1/2017,92,Ministry of Health
2741,8.57,12/1/2017,368,Ministry of Health
2741,8.57,8/1/2017,828,Ministry of Health
2741,8.57,9/1/2017,276,Ministry of Health
2745,10.65,7/1/2017,1800,Ministry of Health
2853,2.92,4/1/2017,201,Ministry of Health
2853,2.92,12/1/2017,670,Ministry of Health
2853,2.92,4/1/2018,201,Ministry of Health
2853,2.92,5/1/2017,1340,Ministry of Health
2858,1.86,7/1/2017,498,Ministry of Health
2858,1.86,2/1/2018,166,Ministry of Health
2858,1.86,9/1/2017,996,Ministry of Health
2915,1.2,12/1/2017,3024,Ministry of Health
2915,1.2,6/1/2017,4032,Ministry of Health
2916,9.95,12/1/2017,1664,Ministry of Health
2916,9.95,6/1/2017,624,Ministry of Health
2972,3.25,6/1/2017,16,Ministry of Health
2972,3.25,12/1/2017,72,Ministry of Health
2982,2.47,2/1/2018,1600,Ministry of Health
2985,3.33,6/1/2017,2464,Ministry of Health
2985,3.33,10/1/2017,3696,Ministry of Health
2985,3.33,3/1/2018,2464,Ministry of Health
3062,3.45,6/1/2017,4716,Ministry of Health
3062,3.45,12/1/2017,15720,Ministry of Health
3062,3.45,8/1/2017,16506,Ministry of Health
3062,3.45,9/1/2017,4716,Ministry of Health
3073,4.47,6/1/2017,36,Ministry of Health
3073,4.47,12/1/2017,72,Ministry of Health
3074,5.36,7/1/2017,1000,Ministry of Health
3089,0.75,11/1/2017,400,Ministry of Health
3089,0.75,8/1/2017,4200,Ministry of Health
3089,0.75,1/1/2018,4800,Ministry of Health
3089,0.75,5/1/2018,3600,Ministry of Health
3100,9.57,4/1/2017,6384,Ministry of Health
3100,9.57,12/1/2017,13680,Ministry of Health
3100,9.57,4/1/2018,6840,Ministry of Health
3100,9.57,5/1/2017,1368,Ministry of Health
3145,0.33,10/1/2017,450,Ministry of Health
3163,8.11,4/1/2017,72,Ministry of Health
3163,8.11,4/1/2018,36,Ministry of Health
3167,9.63,6/1/2017,80,Ministry of Health
3167,9.63,12/1/2017,56,Ministry of Health
3196,6.52,8/1/2017,1242,Ministry of Health
3196,6.52,7/1/2017,414,Ministry of Health
3196,6.52,11/1/2017,2484,Ministry of Health
3196,6.52,1/1/2018,2898,Ministry of Health
3196,6.52,2/1/2018,552,Ministry of Health
3196,6.52,5/1/2018,1104,Ministry of Health
3196,6.52,9/1/2017,3726,Ministry of Health
3203,5.36,7/1/2017,52610,Ministry of Health
3203,5.36,2/1/2018,31566,Ministry of Health
3203,5.36,9/1/2017,63132,Ministry of Health
3207,4.19,5/1/2017,2400,Ministry of Health
3207,4.19,11/1/2017,1600,Ministry of Health
3207,4.19,2/1/2018,6000,Ministry of Health
3207,4.19,3/1/2018,6400,Ministry of Health
3207,4.19,5/1/2018,8400,Ministry of Health
3215,4.98,6/1/2017,144,Ministry of Health
3215,4.98,12/1/2017,8,Ministry of Health
3216,2.47,6/1/2017,120,Ministry of Health
3216,2.47,12/1/2017,36,Ministry of Health
3254,6.98,4/1/2017,2190,Ministry of Health
3254,6.98,10/1/2017,2190,Ministry of Health
3254,6.98,4/1/2018,438,Ministry of Health
3316,6.03,11/1/2017,210,Ministry of Health
3316,6.03,2/1/2018,42,Ministry of Health
3316,6.03,3/1/2018,112,Ministry of Health
3316,6.03,5/1/2018,126,Ministry of Health
3316,6.03,5/1/2017,42,Ministry of Health
3353,3.91,3/1/2018,2400,Ministry of Health
3353,3.91,5/1/2017,2250,Ministry of Health
3357,2.02,11/1/2017,16900,Ministry of Health
3357,2.02,5/1/2018,10140,Ministry of Health
3429,6.98,9/1/2017,4200,Ministry of Health
3429,6.98,8/1/2017,1200,Ministry of Health
3440,3.9,4/1/2017,558,Ministry of Health
3440,3.9,11/1/2017,310,Ministry of Health
3440,3.9,6/1/2017,93,Ministry of Health
3440,3.9,7/1/2017,186,Ministry of Health
3440,3.9,10/1/2017,930,Ministry of Health
3440,3.9,12/1/2017,620,Ministry of Health
3440,3.9,9/1/2017,558,Ministry of Health
3440,3.9,1/1/2018,248,Ministry of Health
3440,3.9,8/1/2017,930,Ministry of Health
3440,3.9,2/1/2018,558,Ministry of Health
3440,3.9,4/1/2018,124,Ministry of Health
3440,3.9,3/1/2018,434,Ministry of Health
3440,3.9,5/1/2018,31,Ministry of Health
3440,3.9,5/1/2017,651,Ministry of Health
3481,5.56,4/1/2017,2320,Ministry of Health
3481,5.56,6/1/2017,232,Ministry of Health
3481,5.56,10/1/2017,232,Ministry of Health
3481,5.56,12/1/2017,1392,Ministry of Health
3481,5.56,4/1/2018,1160,Ministry of Health
3481,5.56,3/1/2018,1392,Ministry of Health
3481,5.56,5/1/2017,1044,Ministry of Health
3491,7.72,6/1/2017,144,Ministry of Health
3491,7.72,12/1/2017,432,Ministry of Health
3509,4.39,11/1/2017,1295,Ministry of Health
3509,4.39,2/1/2018,5550,Ministry of Health
3509,4.39,5/1/2018,1665,Ministry of Health
3514,8.52,11/1/2017,2544,Ministry of Health
3514,8.52,5/1/2018,1272,Ministry of Health
3515,1.56,8/1/2017,3000,Ministry of Health
3515,1.56,9/1/2017,900,Ministry of Health
3525,8.1,2/1/2018,1650,Ministry of Health
3525,8.1,11/1/2017,11000,Ministry of Health
3525,8.1,5/1/2018,1100,Ministry of Health
3530,6.86,3/1/2018,1500,Ministry of Health
3530,6.86,5/1/2017,3500,Ministry of Health
3534,4.41,11/1/2017,1830,Ministry of Health
3534,4.41,7/1/2017,305,Ministry of Health
3534,4.41,9/1/2017,854,Ministry of Health
3534,4.41,1/1/2018,610,Ministry of Health
3534,4.41,8/1/2017,488,Ministry of Health
3534,4.41,2/1/2018,854,Ministry of Health
3534,4.41,5/1/2018,1830,Ministry of Health
3543,5.74,6/1/2017,175,Ministry of Health
3543,5.74,12/1/2017,1050,Ministry of Health
3550,4.33,8/1/2017,5400,Ministry of Health
3550,4.33,7/1/2017,540,Ministry of Health
3550,4.33,1/1/2018,3780,Ministry of Health
3550,4.33,11/1/2017,1080,Ministry of Health
3550,4.33,2/1/2018,1620,Ministry of Health
3550,4.33,5/1/2018,2700,Ministry of Health
3550,4.33,9/1/2017,540,Ministry of Health
3552,6.29,11/1/2017,166,Ministry of Health
3552,6.29,8/1/2017,1328,Ministry of Health
3552,6.29,1/1/2018,747,Ministry of Health
3552,6.29,5/1/2018,249,Ministry of Health
3553,3.54,6/1/2017,700,Ministry of Health
3554,9.96,8/1/2017,5240,Ministry of Health
3554,9.96,11/1/2017,26200,Ministry of Health
3554,9.96,7/1/2017,7860,Ministry of Health
3554,9.96,1/1/2018,2620,Ministry of Health
3554,9.96,2/1/2018,2620,Ministry of Health
3554,9.96,5/1/2018,31440,Ministry of Health
3554,9.96,9/1/2017,5240,Ministry of Health
3574,10.45,7/1/2017,1134,Ministry of Health
3574,10.45,1/1/2018,756,Ministry of Health
3576,6.92,6/1/2017,150,Ministry of Health
3576,6.92,10/1/2017,1000,Ministry of Health
3576,6.92,3/1/2018,600,Ministry of Health
3590,4,7/1/2017,3906,Ministry of Health
3590,4,12/1/2017,20480,Ministry of Health
3590,4,10/1/2017,2430,Ministry of Health
3590,4,9/1/2017,9945,Ministry of Health
3590,4,4/1/2017,6600,Ministry of Health
3590,4,5/1/2017,20020,Ministry of Health
3590,4,3/1/2018,24678,Ministry of Health
3590,4,1/1/2018,12684,Ministry of Health
3590,4,2/1/2018,7740,Ministry of Health
3590,4,6/1/2017,22770,Ministry of Health
3590,4,8/1/2017,6020,Ministry of Health
3590,4,4/1/2018,5148,Ministry of Health
3590,4,11/1/2017,156,Ministry of Health
3590,4,5/1/2018,80,Ministry of Health
3606,7.2,11/1/2017,47100,Ministry of Health
3606,7.2,7/1/2017,18840,Ministry of Health
3606,7.2,8/1/2017,23550,Ministry of Health
3606,7.2,9/1/2017,32970,Ministry of Health
3606,7.2,1/1/2018,28260,Ministry of Health
3606,7.2,2/1/2018,70650,Ministry of Health
3606,7.2,5/1/2018,2355,Ministry of Health
3735,9.13,6/1/2017,252,Ministry of Health
3735,9.13,12/1/2017,84,Ministry of Health
3736,2.85,6/1/2017,40,Ministry of Health
3736,2.85,12/1/2017,24,Ministry of Health
3795,10.63,8/1/2017,2400,Ministry of Health
3795,10.63,9/1/2017,6300,Ministry of Health
3797,9.07,11/1/2017,159,Ministry of Health
3797,9.07,2/1/2018,1590,Ministry of Health
3797,9.07,3/1/2018,1272,Ministry of Health
3797,9.07,5/1/2018,106,Ministry of Health
3797,9.07,5/1/2017,1060,Ministry of Health
3800,9.37,4/1/2017,154,Ministry of Health
3800,9.37,6/1/2017,44,Ministry of Health
3800,9.37,10/1/2017,264,Ministry of Health
3800,9.37,12/1/2017,220,Ministry of Health
3800,9.37,4/1/2018,264,Ministry of Health
3800,9.37,3/1/2018,88,Ministry of Health
3800,9.37,5/1/2017,594,Ministry of Health
3810,3.58,7/1/2017,2500,Ministry of Health
3810,3.58,2/1/2018,1500,Ministry of Health
3810,3.58,9/1/2017,5250,Ministry of Health
3811,5.38,10/1/2017,200,Ministry of Health
3821,1.85,11/1/2017,500,Ministry of Health
3821,1.85,5/1/2018,1200,Ministry of Health
3841,7.23,8/1/2017,288,Ministry of Health
3842,9.02,9/1/2017,3360,Ministry of Health
3919,9.64,6/1/2017,144,Ministry of Health
3919,9.64,12/1/2017,336,Ministry of Health
3930,8.77,4/1/2017,396,Ministry of Health
3930,8.77,12/1/2017,704,Ministry of Health
3930,8.77,4/1/2018,264,Ministry of Health
3930,8.77,5/1/2017,220,Ministry of Health
3932,9.59,7/1/2017,35,Ministry of Health
3932,9.59,2/1/2018,56,Ministry of Health
3932,9.59,9/1/2017,126,Ministry of Health
3943,5.93,4/1/2017,2730,Ministry of Health
3943,5.93,4/1/2018,1911,Ministry of Health
3953,0.49,5/1/2017,1710,Ministry of Health
3953,0.49,2/1/2018,3800,Ministry of Health
3953,0.49,11/1/2017,1330,Ministry of Health
3953,0.49,3/1/2018,3420,Ministry of Health
3953,0.49,5/1/2018,3990,Ministry of Health
3985,8.99,4/1/2017,84,Ministry of Health
3985,8.99,12/1/2017,16,Ministry of Health
3985,8.99,4/1/2018,24,Ministry of Health
3985,8.99,5/1/2017,24,Ministry of Health
3986,10.68,6/1/2017,24,Ministry of Health
3986,10.68,12/1/2017,32,Ministry of Health
4042,4.16,4/1/2017,7040,Ministry of Health
4042,4.16,5/1/2017,7040,Ministry of Health
4042,4.16,4/1/2018,6160,Ministry of Health
4042,4.16,10/1/2017,1320,Ministry of Health
4042,4.16,12/1/2017,2640,Ministry of Health
4042,4.16,3/1/2018,3520,Ministry of Health
4042,4.16,6/1/2017,6600,Ministry of Health
4048,10.33,4/1/2017,1242,Ministry of Health
4048,10.33,10/1/2017,621,Ministry of Health
4048,10.33,7/1/2017,2070,Ministry of Health
4048,10.33,1/1/2018,2070,Ministry of Health
4048,10.33,4/1/2018,276,Ministry of Health
4056,10.86,4/1/2017,200,Ministry of Health
4056,10.86,4/1/2018,200,Ministry of Health
4075,8.18,4/1/2017,2142,Ministry of Health
4075,8.18,12/1/2017,1071,Ministry of Health
4075,8.18,4/1/2018,1377,Ministry of Health
4075,8.18,5/1/2017,1530,Ministry of Health
4081,2.99,8/1/2017,3374,Ministry of Health
4137,2.23,7/1/2017,2000,Ministry of Health
4160,6.88,11/1/2017,11904,Ministry of Health
4160,6.88,6/1/2017,10605,Ministry of Health
4160,6.88,8/1/2017,5592,Ministry of Health
4160,6.88,5/1/2018,5967,Ministry of Health
4160,6.88,4/1/2017,3186,Ministry of Health
4160,6.88,4/1/2018,8514,Ministry of Health
4160,6.88,5/1/2017,2760,Ministry of Health
4160,6.88,7/1/2017,3600,Ministry of Health
4160,6.88,2/1/2018,7791,Ministry of Health
4160,6.88,10/1/2017,4802,Ministry of Health
4160,6.88,3/1/2018,5229,Ministry of Health
4160,6.88,12/1/2017,394,Ministry of Health
4160,6.88,1/1/2018,1390,Ministry of Health
4160,6.88,9/1/2017,834,Ministry of Health
4174,0.75,6/1/2017,28,Ministry of Health
4174,0.75,12/1/2017,140,Ministry of Health
4180,5.99,3/1/2018,240,Ministry of Health
4180,5.99,5/1/2017,480,Ministry of Health
4187,3.46,6/1/2017,36,Ministry of Health
4187,3.46,12/1/2017,48,Ministry of Health
4194,4.18,6/1/2017,1665,Ministry of Health
4194,4.18,10/1/2017,555,Ministry of Health
4194,4.18,3/1/2018,1850,Ministry of Health
4195,4.27,8/1/2017,1524,Ministry of Health
4199,9.03,6/1/2017,304,Ministry of Health
4199,9.03,12/1/2017,114,Ministry of Health
4199,9.03,8/1/2017,912,Ministry of Health
4199,9.03,9/1/2017,228,Ministry of Health
4201,5.66,12/1/2017,5660,Ministry of Health
4201,5.66,6/1/2017,7641,Ministry of Health
4209,9.81,6/1/2017,2184,Ministry of Health
4209,9.81,12/1/2017,3276,Ministry of Health
4209,9.81,8/1/2017,4914,Ministry of Health
4209,9.81,9/1/2017,8190,Ministry of Health
4231,5.23,2/1/2018,540,Ministry of Health
4231,5.23,7/1/2017,1200,Ministry of Health
4231,5.23,4/1/2017,168,Ministry of Health
4231,5.23,4/1/2018,140,Ministry of Health
4231,5.23,8/1/2017,28,Ministry of Health
4231,5.23,12/1/2017,729,Ministry of Health
4231,5.23,3/1/2018,405,Ministry of Health
4231,5.23,5/1/2017,208,Ministry of Health
4231,5.23,1/1/2018,84,Ministry of Health
4231,5.23,9/1/2017,57,Ministry of Health
4231,5.23,6/1/2017,102,Ministry of Health
4231,5.23,10/1/2017,208,Ministry of Health
4231,5.23,11/1/2017,100,Ministry of Health
4231,5.23,5/1/2018,10,Ministry of Health
4245,4.11,1/1/2018,216,Ministry of Health
4250,5.05,11/1/2017,2880,Ministry of Health
4250,5.05,5/1/2018,2880,Ministry of Health
4269,6.84,6/1/2017,768,Ministry of Health
4269,6.84,12/1/2017,864,Ministry of Health
4271,5.83,6/1/2017,84,Ministry of Health
4271,5.83,12/1/2017,36,Ministry of Health
4325,2.74,11/1/2017,11430,Ministry of Health
4325,2.74,1/1/2018,2667,Ministry of Health
4325,2.74,7/1/2017,4572,Ministry of Health
4325,2.74,8/1/2017,4572,Ministry of Health
4325,2.74,2/1/2018,8001,Ministry of Health
4325,2.74,5/1/2018,2286,Ministry of Health
4325,2.74,9/1/2017,8001,Ministry of Health
4333,4.48,6/1/2017,260,Ministry of Health
4333,4.48,12/1/2017,1170,Ministry of Health
4407,4.89,6/1/2017,15120,Ministry of Health
4407,4.89,10/1/2017,2240,Ministry of Health
4407,4.89,3/1/2018,2240,Ministry of Health
4413,2.44,11/1/2017,5304,Ministry of Health
4413,2.44,8/1/2017,3094,Ministry of Health
4413,2.44,2/1/2018,2210,Ministry of Health
4413,2.44,7/1/2017,4420,Ministry of Health
4413,2.44,1/1/2018,3536,Ministry of Health
4413,2.44,5/1/2018,2210,Ministry of Health
4413,2.44,9/1/2017,2210,Ministry of Health
4417,4.39,6/1/2017,240,Ministry of Health
4417,4.39,12/1/2017,120,Ministry of Health
4483,3.76,6/1/2017,224,Ministry of Health
4483,3.76,12/1/2017,224,Ministry of Health
4516,2.48,6/1/2017,1620,Ministry of Health
4516,2.48,12/1/2017,405,Ministry of Health
4516,2.48,8/1/2017,1620,Ministry of Health
4516,2.48,9/1/2017,2160,Ministry of Health
4517,1.67,7/1/2017,500,Ministry of Health
4544,3.2,12/1/2017,500,Ministry of Health
4567,5.61,7/1/2017,448,Ministry of Health
4567,5.61,1/1/2018,1344,Ministry of Health
4608,4.56,2/1/2018,28800,Ministry of Health
4629,5.99,11/1/2017,80,Ministry of Health
4629,5.99,2/1/2018,144,Ministry of Health
4629,5.99,5/1/2018,192,Ministry of Health
4740,8.42,6/1/2017,300,Ministry of Health
4744,5.72,11/1/2017,1000,Ministry of Health
4744,5.72,1/1/2018,4500,Ministry of Health
4744,5.72,8/1/2017,5000,Ministry of Health
4744,5.72,5/1/2018,3000,Ministry of Health
4761,5.14,7/1/2017,100,Ministry of Health
4790,9.45,4/1/2017,1242,Ministry of Health
4790,9.45,12/1/2017,414,Ministry of Health
4790,9.45,4/1/2018,1449,Ministry of Health
4790,9.45,5/1/2017,345,Ministry of Health
4806,9.13,12/1/2017,1680,Ministry of Health
4813,2.18,5/1/2017,3546,Ministry of Health
4813,2.18,4/1/2017,4728,Ministry of Health
4813,2.18,4/1/2018,1182,Ministry of Health
4813,2.18,12/1/2017,1379,Ministry of Health
4820,6.71,9/1/2017,1020,Ministry of Health
4827,6.49,11/1/2017,24,Ministry of Health
4827,6.49,5/1/2018,144,Ministry of Health
4828,8.04,1/1/2018,780,Ministry of Health
4828,8.04,7/1/2017,3120,Ministry of Health
4829,7.28,6/1/2017,258,Ministry of Health
4829,7.28,12/1/2017,301,Ministry of Health
4839,3.81,9/1/2017,2445,Ministry of Health
4839,3.81,12/1/2017,1284,Ministry of Health
4839,3.81,1/1/2018,3150,Ministry of Health
4839,3.81,8/1/2017,1260,Ministry of Health
4839,3.81,10/1/2017,948,Ministry of Health
4839,3.81,2/1/2018,600,Ministry of Health
4839,3.81,11/1/2017,696,Ministry of Health
4839,3.81,3/1/2018,285,Ministry of Health
4839,3.81,6/1/2017,645,Ministry of Health
4839,3.81,5/1/2018,152,Ministry of Health
4839,3.81,4/1/2017,18,Ministry of Health
4839,3.81,4/1/2018,33,Ministry of Health
4839,3.81,5/1/2017,144,Ministry of Health
4839,3.81,7/1/2017,24,Ministry of Health
4841,7.59,11/1/2017,9531,Ministry of Health
4841,7.59,2/1/2018,4942,Ministry of Health
4841,7.59,5/1/2018,2824,Ministry of Health
4843,8.35,12/1/2017,300,Ministry of Health
4847,5.66,11/1/2017,81,Ministry of Health
4847,5.66,7/1/2017,1458,Ministry of Health
4847,5.66,1/1/2018,810,Ministry of Health
4847,5.66,9/1/2017,81,Ministry of Health
4847,5.66,2/1/2018,729,Ministry of Health
4847,5.66,8/1/2017,324,Ministry of Health
4847,5.66,5/1/2018,729,Ministry of Health
4855,0.53,4/1/2017,36,Ministry of Health
4855,0.53,10/1/2017,24,Ministry of Health
4855,0.53,4/1/2018,8,Ministry of Health
4859,2.48,10/1/2017,1452,Ministry of Health
4859,2.48,6/1/2017,726,Ministry of Health
4859,2.48,3/1/2018,10890,Ministry of Health
4860,7.44,7/1/2017,2340,Ministry of Health
4860,7.44,9/1/2017,2106,Ministry of Health
4860,7.44,2/1/2018,1053,Ministry of Health
4862,0.17,9/1/2017,455,Ministry of Health
4862,0.17,8/1/2017,585,Ministry of Health
4865,4.36,6/1/2017,2880,Ministry of Health
4865,4.36,12/1/2017,2592,Ministry of Health
4872,1.31,1/1/2018,1250,Ministry of Health
4874,2,11/1/2017,816,Ministry of Health
4874,2,7/1/2017,1088,Ministry of Health
4874,2,9/1/2017,952,Ministry of Health
4874,2,1/1/2018,1632,Ministry of Health
4874,2,8/1/2017,272,Ministry of Health
4874,2,2/1/2018,2856,Ministry of Health
4874,2,5/1/2018,952,Ministry of Health
4879,4.06,6/1/2017,3330,Ministry of Health
4879,4.06,10/1/2017,5328,Ministry of Health
4879,4.06,3/1/2018,6660,Ministry of Health
4888,8.91,9/1/2017,34,Ministry of Health
4888,8.91,8/1/2017,306,Ministry of Health
4894,7.53,11/1/2017,432,Ministry of Health
4894,7.53,2/1/2018,1152,Ministry of Health
4894,7.53,5/1/2018,192,Ministry of Health
4912,7.89,3/1/2018,800,Ministry of Health
4948,2.2,8/1/2017,513,Ministry of Health
4951,8.12,6/1/2017,336,Ministry of Health
5013,2.05,11/1/2017,984,Ministry of Health
5013,2.05,2/1/2018,1640,Ministry of Health
5013,2.05,5/1/2018,1148,Ministry of Health
5104,3.29,6/1/2017,396,Ministry of Health
5104,3.29,12/1/2017,88,Ministry of Health
5104,3.29,9/1/2017,352,Ministry of Health
5104,3.29,8/1/2017,264,Ministry of Health
5120,6.01,8/1/2017,13797,Ministry of Health
5120,6.01,6/1/2017,3816,Ministry of Health
5120,6.01,9/1/2017,954,Ministry of Health
5120,6.01,12/1/2017,8748,Ministry of Health
5120,6.01,2/1/2018,2916,Ministry of Health
5120,6.01,3/1/2018,612,Ministry of Health
5120,6.01,4/1/2017,1224,Ministry of Health
5120,6.01,10/1/2017,1360,Ministry of Health
5120,6.01,5/1/2017,816,Ministry of Health
5120,6.01,11/1/2017,2720,Ministry of Health
5120,6.01,7/1/2017,3264,Ministry of Health
5120,6.01,1/1/2018,544,Ministry of Health
5120,6.01,4/1/2018,816,Ministry of Health
5120,6.01,5/1/2018,408,Ministry of Health
5122,1.49,10/1/2017,2096,Ministry of Health
5122,1.49,2/1/2018,206,Ministry of Health
5122,1.49,5/1/2017,1746,Ministry of Health
5122,1.49,7/1/2017,475,Ministry of Health
5122,1.49,8/1/2017,188,Ministry of Health
5122,1.49,6/1/2017,1395,Ministry of Health
5122,1.49,9/1/2017,189,Ministry of Health
5122,1.49,12/1/2017,828,Ministry of Health
5122,1.49,4/1/2018,756,Ministry of Health
5122,1.49,5/1/2018,108,Ministry of Health
5122,1.49,4/1/2017,324,Ministry of Health
5122,1.49,11/1/2017,378,Ministry of Health
5122,1.49,1/1/2018,102,Ministry of Health
5122,1.49,3/1/2018,459,Ministry of Health
5134,8.68,3/1/2018,1080,Ministry of Health
5134,8.68,5/1/2017,120,Ministry of Health
5139,1.7,7/1/2017,820,Ministry of Health
5139,1.7,9/1/2017,3690,Ministry of Health
5139,1.7,2/1/2018,2050,Ministry of Health
5145,6.81,10/1/2017,9370,Ministry of Health
5158,6.03,4/1/2017,6030,Ministry of Health
5158,6.03,12/1/2017,3216,Ministry of Health
5158,6.03,4/1/2018,4020,Ministry of Health
5158,6.03,5/1/2017,4020,Ministry of Health
5161,7.41,4/1/2017,450,Ministry of Health
5161,7.41,12/1/2017,150,Ministry of Health
5161,7.41,4/1/2018,600,Ministry of Health
5161,7.41,5/1/2017,1050,Ministry of Health
5209,7.11,6/1/2017,36,Ministry of Health
5209,7.11,12/1/2017,36,Ministry of Health
5210,3.94,6/1/2017,567,Ministry of Health
5210,3.94,12/1/2017,315,Ministry of Health
5213,7.82,2/1/2018,9,Ministry of Health
5258,3.29,11/1/2017,1176,Ministry of Health
5258,3.29,2/1/2018,1029,Ministry of Health
5258,3.29,3/1/2018,3528,Ministry of Health
5258,3.29,5/1/2018,588,Ministry of Health
5258,3.29,5/1/2017,3969,Ministry of Health
5333,5.31,6/1/2017,720,Ministry of Health
5333,5.31,12/1/2017,360,Ministry of Health
5346,3.61,6/1/2017,6000,Ministry of Health
5346,3.61,12/1/2017,3600,Ministry of Health
5353,4.46,11/1/2017,4590,Ministry of Health
5353,4.46,2/1/2018,2040,Ministry of Health
5353,4.46,5/1/2018,1275,Ministry of Health
5355,4.57,8/1/2017,1200,Ministry of Health
5355,4.57,12/1/2017,2400,Ministry of Health
5355,4.57,6/1/2017,5400,Ministry of Health
5355,4.57,9/1/2017,3600,Ministry of Health
5356,3.41,12/1/2017,1125,Ministry of Health
5356,3.41,6/1/2017,3375,Ministry of Health
5358,2.08,7/1/2017,2835,Ministry of Health
5358,2.08,1/1/2018,420,Ministry of Health
5379,5.15,11/1/2017,483,Ministry of Health
5379,5.15,8/1/2017,2070,Ministry of Health
5379,5.15,1/1/2018,1242,Ministry of Health
5379,5.15,5/1/2018,1380,Ministry of Health
5412,8.7,6/1/2017,32,Ministry of Health
5412,8.7,12/1/2017,480,Ministry of Health
5452,2.29,4/1/2017,144,Ministry of Health
5452,2.29,12/1/2017,108,Ministry of Health
5452,2.29,4/1/2018,216,Ministry of Health
5452,2.29,5/1/2017,216,Ministry of Health
5468,8,8/1/2017,400,Ministry of Health
5483,7.1,6/1/2017,60,Ministry of Health
5483,7.1,12/1/2017,4,Ministry of Health
5532,4.74,6/1/2017,48,Ministry of Health
5532,4.74,12/1/2017,72,Ministry of Health
5533,6.16,6/1/2017,144,Ministry of Health
5533,6.16,12/1/2017,180,Ministry of Health
5553,5.17,8/1/2017,640,Ministry of Health
5553,5.17,6/1/2017,124,Ministry of Health
5553,5.17,9/1/2017,837,Ministry of Health
5553,5.17,2/1/2018,252,Ministry of Health
5553,5.17,12/1/2017,84,Ministry of Health
5553,5.17,3/1/2018,60,Ministry of Health
5553,5.17,4/1/2017,180,Ministry of Health
5553,5.17,10/1/2017,90,Ministry of Health
5553,5.17,7/1/2017,90,Ministry of Health
5553,5.17,5/1/2017,180,Ministry of Health
5553,5.17,11/1/2017,180,Ministry of Health
5553,5.17,1/1/2018,27,Ministry of Health
5553,5.17,4/1/2018,135,Ministry of Health
5553,5.17,5/1/2018,18,Ministry of Health
5564,4.72,4/1/2017,200,Ministry of Health
5564,4.72,7/1/2017,450,Ministry of Health
5564,4.72,10/1/2017,300,Ministry of Health
5564,4.72,1/1/2018,150,Ministry of Health
5564,4.72,4/1/2018,150,Ministry of Health
5584,3.86,12/1/2017,1800,Ministry of Health
5616,8.1,8/1/2017,100,Ministry of Health
5618,8.04,4/1/2017,240,Ministry of Health
5618,8.04,12/1/2017,80,Ministry of Health
5618,8.04,4/1/2018,800,Ministry of Health
5618,8.04,5/1/2017,720,Ministry of Health
5634,3.31,4/1/2017,852,Ministry of Health
5634,3.31,12/1/2017,852,Ministry of Health
5634,3.31,4/1/2018,1136,Ministry of Health
5634,3.31,5/1/2017,284,Ministry of Health
5645,9.57,12/1/2017,410,Ministry of Health
5645,9.57,2/1/2018,164,Ministry of Health
5645,9.57,4/1/2017,96,Ministry of Health
5645,9.57,4/1/2018,960,Ministry of Health
5645,9.57,11/1/2017,160,Ministry of Health
5645,9.57,6/1/2017,96,Ministry of Health
5645,9.57,7/1/2017,336,Ministry of Health
5645,9.57,10/1/2017,64,Ministry of Health
5645,9.57,8/1/2017,16,Ministry of Health
5645,9.57,1/1/2018,128,Ministry of Health
5645,9.57,3/1/2018,256,Ministry of Health
5645,9.57,5/1/2018,32,Ministry of Health
5645,9.57,5/1/2017,192,Ministry of Health
5645,9.57,9/1/2017,144,Ministry of Health
5672,4.03,10/1/2017,1125,Ministry of Health
5672,4.03,6/1/2017,3750,Ministry of Health
5672,4.03,5/1/2017,2250,Ministry of Health
5672,4.03,4/1/2017,625,Ministry of Health
5672,4.03,4/1/2018,3000,Ministry of Health
5672,4.03,12/1/2017,1750,Ministry of Health
5672,4.03,3/1/2018,250,Ministry of Health
5747,8.49,4/1/2017,32,Ministry of Health
5747,8.49,10/1/2017,108,Ministry of Health
