"Expense Code,Month,Expense Quantity,Government Entity",
"2760,43070,783,Ministry of Energy",
"2760,43101,261,Ministry of Energy",
"2760,43132,426,Ministry of Energy",
"2760,42948,770,Ministry of Energy",
"2760,42826,328,Ministry of Energy",
"2760,43191,1053,Ministry of Energy",
"2760,42856,64,Ministry of Energy",
"2767,42917,7200,Ministry of Health",
"2767,42826,288,Ministry of Education",
"2767,42887,48,Ministry of Education",
"2767,43070,504,Ministry of Education",
"2767,43009,192,Ministry of Education",
"2767,43191,48,Ministry of Education",
"2767,43160,576,Ministry of Education",
"2767,42856,120,Ministry of Education",
"2789,42887,1200,Ministry of Education",
"2789,43070,240,Ministry of Education",
"2790,43040,2146,Ministry of Energy",
"2790,42948,8584,Ministry of Energy",
"2790,43101,25752,Ministry of Energy",
"2790,43221,6438,Ministry of Energy",
"2807,42826,60,Ministry of Energy",
"2807,42887,160,Ministry of Energy",
"2807,43070,20,Ministry of Energy",
"2807,43009,120,Ministry of Energy",
"2807,43191,420,Ministry of Energy",
"2807,43160,60,Ministry of Energy",
"2807,42856,160,Ministry of Energy",
"2808,42887,1305,Ministry of Energy",
"2808,43009,2349,Ministry of Energy",
"2808,43160,1305,Ministry of Energy",
"2814,42979,111,Ministry of Energy",
"2814,43132,256,Ministry of Energy",
"2814,42856,248,Ministry of Energy",
"2814,43160,651,Ministry of Energy",
"2814,42887,208,Ministry of Energy",
"2814,43101,168,Ministry of Energy",
"2814,43070,23,Ministry of Energy",
"2814,42826,66,Ministry of Energy",
"2814,43191,88,Ministry of Energy",
"2814,42917,57,Ministry of Energy",
"2814,43040,238,Ministry of Energy",
"2814,43221,510,Ministry of Energy",
"2814,43009,182,Ministry of Energy",
"2814,42948,24,Ministry of Energy",
"2835,42917,22491,Ministry of Energy",
"2835,43132,7497,Ministry of Energy",
"2835,42979,17493,Ministry of Energy",
"2850,42826,688,Ministry of Health",
"2850,42856,1032,Ministry of Health",
"2850,43191,1376,Ministry of Health",
"2850,43009,3096,Ministry of Health",
"2850,43070,344,Ministry of Health",
"2850,43160,4128,Ministry of Health",
"2850,42887,1720,Ministry of Health",
"2850,43040,1296,Ministry of Education",
"2850,42917,108,Ministry of Education",
"2850,43132,864,Ministry of Education",
"2850,42948,648,Ministry of Education",
"2850,43101,324,Ministry of Education",
"2850,43221,432,Ministry of Education",
"2850,42979,648,Ministry of Education",
"2853,42826,201,Ministry of Health",
"2853,43070,670,Ministry of Health",
"2853,43191,201,Ministry of Health",
"2853,42856,1340,Ministry of Health",
"2855,43040,1971,Ministry of Energy",
"2855,42948,1752,Ministry of Energy",
"2855,43101,730,Ministry of Energy",
"2855,43221,657,Ministry of Energy",
"2855,42826,216,Ministry of Education",
"2855,42887,72,Ministry of Education",
"2855,43070,240,Ministry of Education",
"2855,43009,336,Ministry of Education",
"2855,43191,24,Ministry of Education",
"2855,43160,504,Ministry of Education",
"2855,42856,504,Ministry of Education",
"2856,42917,800,Ministry of Health",
"2856,43132,700,Ministry of Health",
"2856,42979,700,Ministry of Health",
"2856,42887,315,Ministry of Education",
"2857,42948,1050,Ministry of Health",
"2857,42979,875,Ministry of Health",
"2857,42826,240,Ministry of Education",
"2857,42917,90,Ministry of Education",
"2857,43009,270,Ministry of Education",
"2857,43101,150,Ministry of Education",
"2857,43191,225,Ministry of Education",
"2858,42917,498,Ministry of Health",
"2858,43132,166,Ministry of Health",
"2858,42979,996,Ministry of Health",
"2871,42917,576,Ministry of Housing",
"2871,43101,576,Ministry of Housing",
"2894,43040,45,Ministry of Energy",
"2894,43101,35,Ministry of Energy",
"2894,42948,50,Ministry of Energy",
"2894,43221,90,Ministry of Energy",
"2895,43040,252,Ministry of Education",
"2895,43221,72,Ministry of Education",
"2901,42826,6464,Ministry of Energy",
"2901,43191,25856,Ministry of Energy",
"2901,43070,26190,Ministry of Energy",
"2901,43040,12186,Ministry of Energy",
"2901,43221,2031,Ministry of Energy",
"2901,43132,10944,Ministry of Energy",
"2901,42917,21612,Ministry of Energy",
"2901,43009,9780,Ministry of Energy",
"2901,42856,32140,Ministry of Energy",
"2901,42979,9630,Ministry of Energy",
"2901,42948,8757,Ministry of Energy",
"2901,42887,1638,Ministry of Energy",
"2901,43101,541,Ministry of Energy",
"2901,43160,4564,Ministry of Energy",
"2902,42826,560,Ministry of Energy",
"2902,43009,504,Ministry of Energy",
"2902,43191,112,Ministry of Energy",
"2902,42887,56,Ministry of Energy",
"2902,42856,336,Ministry of Energy",
"2902,43070,1176,Ministry of Energy",
"2902,43160,1512,Ministry of Energy",
"2903,42917,1497,Ministry of Education",
"2903,43132,2994,Ministry of Education",
"2903,42979,11976,Ministry of Education",
"2904,43009,49990,Ministry of Energy",
"2904,43101,16185,Ministry of Energy",
"2904,42856,22032,Ministry of Energy",
"2904,42887,29136,Ministry of Energy",
"2904,43160,7516,Ministry of Energy",
"2904,42979,36660,Ministry of Energy",
"2904,43132,7415,Ministry of Energy",
"2904,43040,11064,Ministry of Energy",
"2904,43221,6875,Ministry of Energy",
"2904,43070,33237,Ministry of Energy",
"2904,42826,6480,Ministry of Energy",
"2904,43191,11256,Ministry of Energy",
"2904,43101,3000,Ministry of Housing",
"2904,42948,3780,Ministry of Energy",
"2904,42917,1134,Ministry of Energy",
"2907,43070,134940,Ministry of Energy",
"2907,43132,84340,Ministry of Energy",
"2907,42887,96840,Ministry of Energy",
"2907,43009,47532,Ministry of Energy",
"2907,42979,118110,Ministry of Energy",
"2907,43040,21042,Ministry of Energy",
"2907,43221,14028,Ministry of Energy",
"2907,42948,3315,Ministry of Energy",
"2907,43160,18624,Ministry of Energy",
"2907,43101,7686,Ministry of Energy",
"2907,42917,34578,Ministry of Energy",
"2907,42826,13720,Ministry of Energy",
"2907,43191,20580,Ministry of Energy",
"2907,42856,19920,Ministry of Energy",
"2907,42826,1000,Ministry of Education",
"2907,42856,3000,Ministry of Education",
"2907,43070,4000,Ministry of Education",
"2907,43191,3000,Ministry of Education",
"2908,43191,26370,Ministry of Energy",
"2908,42826,19110,Ministry of Energy",
"2908,42887,4988,Ministry of Energy",
"2908,43221,1111,Ministry of Energy",
"2908,43040,7736,Ministry of Energy",
"2908,42917,1802,Ministry of Energy",
"2908,42948,18564,Ministry of Energy",
"2908,43009,5286,Ministry of Energy",
"2908,42979,1662,Ministry of Energy",
"2908,43132,5670,Ministry of Energy",
"2908,42856,2316,Ministry of Energy",
"2908,43160,4600,Ministry of Energy",
"2908,43070,3836,Ministry of Energy",
"2908,43101,486,Ministry of Energy",
"2909,43040,120,Ministry of Energy",
"2909,43221,120,Ministry of Energy",
"2914,43160,4725,Ministry of Education",
"2915,43070,3024,Ministry of Health",
"2915,42887,4032,Ministry of Health",
"2916,43070,1664,Ministry of Health",
"2916,42887,624,Ministry of Health",
"2918,42887,300,Ministry of Education",
"2920,43040,3000,Ministry of Education",
"2920,43221,800,Ministry of Education",
"2922,43132,600,Ministry of Education",
"2924,43009,800,Ministry of Energy",
"2930,42887,812,Ministry of Energy",
"2930,43070,696,Ministry of Energy",
"2930,42948,1740,Ministry of Energy",
"2930,42979,2088,Ministry of Energy",
"2934,42826,900,Ministry of Energy",
"2934,43070,700,Ministry of Energy",
"2934,43191,2100,Ministry of Energy",
"2934,42856,1600,Ministry of Energy",
"2949,43132,22440,Ministry of Energy",
"2949,42887,24003,Ministry of Energy",
"2949,43009,48380,Ministry of Energy",
"2949,43070,7077,Ministry of Energy",
"2949,42948,20176,Ministry of Energy",
"2949,43160,7245,Ministry of Energy",
"2949,43101,1442,Ministry of Energy",
"2949,42856,5190,Ministry of Energy",
"2949,42979,1125,Ministry of Energy",
"2949,43040,4380,Ministry of Energy",
"2949,43221,2044,Ministry of Energy",
"2949,42826,1110,Ministry of Energy",
"2949,43191,999,Ministry of Energy",
"2949,42917,1428,Ministry of Energy",
"2950,43040,14136,Ministry of Energy",
"2950,43132,7068,Ministry of Energy",
"2950,42917,14136,Ministry of Energy",
"2950,42948,21204,Ministry of Energy",
"2950,43221,8835,Ministry of Energy",
"2950,42979,47709,Ministry of Energy",
"2950,43101,1767,Ministry of Energy",
"2951,42826,8442,Ministry of Energy",
"2951,43160,28140,Ministry of Energy",
"2951,43191,11256,Ministry of Energy",
"2951,43009,5628,Ministry of Energy",
"2951,42887,42210,Ministry of Energy",
"2951,42856,16884,Ministry of Energy",
"2951,43070,4221,Ministry of Energy",
"2972,42887,16,Ministry of Health",
"2972,43070,72,Ministry of Health",
"2982,43132,1600,Ministry of Health",
"2985,42887,2464,Ministry of Health",
"2985,43009,3696,Ministry of Health",
"2985,43160,2464,Ministry of Health",
"2990,42826,1368,Ministry of Energy",
"2990,43070,4104,Ministry of Energy",
"2990,43191,4104,Ministry of Energy",
"2990,42856,12312,Ministry of Energy",
"2991,42826,4186,Ministry of Energy",
"2991,43070,4186,Ministry of Energy",
"2991,43191,1794,Ministry of Energy",
"2991,42856,5382,Ministry of Energy",
"2992,42887,4320,Ministry of Energy",
"2992,43070,1440,Ministry of Energy",
"2998,42887,19173,Ministry of Energy",
"2998,42948,8217,Ministry of Energy",
"2998,43070,16434,Ministry of Energy",
"2998,42979,3652,Ministry of Energy",
"3005,42826,100,Ministry of Energy",
"3005,43191,15,Ministry of Energy",
"3008,42887,736,Ministry of Energy",
"3008,43009,2484,Ministry of Energy",
"3008,43160,1932,Ministry of Energy",
"3008,42917,2133,Ministry of Housing",
"3008,43101,1896,Ministry of Housing",
"3009,42917,5250,Ministry of Energy",
"3009,43132,2000,Ministry of Energy",
"3009,42979,4500,Ministry of Energy",
"3009,42856,85,Ministry of Housing",
"3009,43160,680,Ministry of Housing",
"3015,43101,450,Ministry of Housing",
"3015,42917,150,Ministry of Housing",
"3032,42887,8000,Ministry of Energy",
"3037,42887,17100,Ministry of Energy",
"3037,43070,3420,Ministry of Energy",
"3047,42979,2250,Ministry of Education",
"3052,42856,468,Ministry of Energy",
"3052,43160,156,Ministry of Energy",
"3055,43101,160,Ministry of Energy",
"3055,42917,20,Ministry of Energy",
"3061,42826,400,Ministry of Energy",
"3061,42887,800,Ministry of Energy",
"3061,43070,200,Ministry of Energy",
"3061,43009,2400,Ministry of Energy",
"3061,43191,1800,Ministry of Energy",
"3061,43160,1500,Ministry of Energy",
"3061,42856,800,Ministry of Energy",
"3062,42887,4716,Ministry of Health",
"3062,43070,15720,Ministry of Health",
"3062,42948,16506,Ministry of Health",
"3062,42979,4716,Ministry of Health",
"3063,42826,1584,Ministry of Energy",
"3063,42887,1584,Ministry of Energy",
"3063,42856,660,Ministry of Energy",
"3063,43070,264,Ministry of Energy",
"3063,43191,2640,Ministry of Energy",
"3063,43009,2376,Ministry of Energy",
"3063,43160,3960,Ministry of Energy",
"3070,43040,1200,Ministry of Housing",
"3070,43132,1200,Ministry of Housing",
"3070,43160,1800,Ministry of Housing",
"3070,43221,600,Ministry of Housing",
"3070,42856,200,Ministry of Housing",
"3073,42887,36,Ministry of Health",
"3073,43070,72,Ministry of Health",
"3074,42917,1000,Ministry of Health",
"3078,42948,120,Ministry of Energy",
"3089,43040,400,Ministry of Health",
"3089,42948,4200,Ministry of Health",
"3089,43101,4800,Ministry of Health",
"3089,43221,3600,Ministry of Health",
"3100,42826,6384,Ministry of Health",
"3100,43070,13680,Ministry of Health",
"3100,43191,6840,Ministry of Health",
"3100,42856,1368,Ministry of Health",
"3103,43040,240,Ministry of Housing",
"3103,43132,270,Ministry of Housing",
"3103,43221,90,Ministry of Housing",
"3120,42917,64,Ministry of Energy",
"3120,42979,192,Ministry of Energy",
"3120,43132,112,Ministry of Energy",
"3135,42917,1750,Ministry of Education",
"3135,42979,5250,Ministry of Education",
"3135,43132,3000,Ministry of Education",
"3145,43009,450,Ministry of Health",
"3147,43040,300,Ministry of Energy",
"3147,42948,810,Ministry of Energy",
"3147,43101,180,Ministry of Energy",
"3147,43221,450,Ministry of Energy",
"3152,42826,500,Ministry of Education",
"3152,43191,875,Ministry of Education",
"3153,43040,1736,Ministry of Education",
"3153,43221,3720,Ministry of Education",
"3159,42887,44784,Ministry of Energy",
"3159,43009,37320,Ministry of Energy",
"3159,43160,22392,Ministry of Energy",
"3159,42917,2358,Ministry of Housing",
"3159,43132,2096,Ministry of Housing",
"3159,42979,3930,Ministry of Housing",
"3163,42826,72,Ministry of Health",
"3163,43191,36,Ministry of Health",
"3167,42887,80,Ministry of Health",
"3167,43070,56,Ministry of Health",
"3179,42826,1554,Ministry of Energy",
"3179,42887,1554,Ministry of Energy",
"3179,43070,4662,Ministry of Energy",
"3179,43009,1036,Ministry of Energy",
"3179,43191,3108,Ministry of Energy",
"3179,43160,8288,Ministry of Energy",
"3179,42856,2072,Ministry of Energy",
"3196,42948,1242,Ministry of Health",
"3196,42917,414,Ministry of Health",
"3196,43040,2484,Ministry of Health",
"3196,43101,2898,Ministry of Health",
"3196,43132,552,Ministry of Health",
"3196,43221,1104,Ministry of Health",
"3196,42979,3726,Ministry of Health",
"3203,42917,52610,Ministry of Health",
"3203,43132,31566,Ministry of Health",
"3203,42979,63132,Ministry of Health",
"3204,42826,5632,Ministry of Energy",
"3204,42856,3520,Ministry of Energy",
"3204,43191,704,Ministry of Energy",
"3204,43009,6336,Ministry of Energy",
"3204,43070,3168,Ministry of Energy",
"3204,43160,3520,Ministry of Energy",
"3204,42887,5632,Ministry of Energy",
"3205,42826,420,Ministry of Energy",
"3205,43070,252,Ministry of Energy",
"3205,43191,448,Ministry of Energy",
"3205,42856,224,Ministry of Energy",
"3207,42856,2400,Ministry of Health",
"3207,43040,1600,Ministry of Health",
"3207,43132,6000,Ministry of Health",
"3207,43160,6400,Ministry of Health",
"3207,43221,8400,Ministry of Health",
"3211,42826,7410,Ministry of Energy",
"3211,42887,5928,Ministry of Energy",
"3211,43070,2964,Ministry of Energy",
"3211,43009,2964,Ministry of Energy",
"3211,43191,1976,Ministry of Energy",
"3211,43160,7904,Ministry of Energy",
"3211,42856,2964,Ministry of Energy",
"3215,42887,144,Ministry of Health",
"3215,43070,8,Ministry of Health",
"3216,42887,120,Ministry of Health",
"3216,43070,36,Ministry of Health",
"3232,42887,4032,Ministry of Housing",
"3232,43009,576,Ministry of Housing",
"3232,43160,1920,Ministry of Housing",
"3235,42826,144,Ministry of Education",
"3235,42856,240,Ministry of Education",
"3235,42887,288,Ministry of Education",
"3235,43070,144,Ministry of Education",
"3235,43009,504,Ministry of Education",
"3235,43160,216,Ministry of Education",
"3235,43191,48,Ministry of Education",
"3236,42826,300,Ministry of Energy",
"3236,43009,7200,Ministry of Energy",
"3236,43191,1800,Ministry of Energy",
"3237,42917,2004,Ministry of Energy",
"3237,42979,1336,Ministry of Energy",
"3237,43132,3507,Ministry of Energy",
"3237,42856,90,Ministry of Housing",
"3254,42826,2190,Ministry of Health",
"3254,43009,2190,Ministry of Health",
"3254,43191,438,Ministry of Health",
"3264,43040,600,Ministry of Energy",
"3264,43221,500,Ministry of Energy",
"3289,42826,1971,Ministry of Energy",
"3289,43009,146,Ministry of Energy",
"3289,43191,438,Ministry of Energy",
"3292,43040,144,Ministry of Energy",
"3292,42917,96,Ministry of Energy",
"3292,42979,360,Ministry of Energy",
"3292,43101,96,Ministry of Energy",
"3292,42948,48,Ministry of Energy",
"3292,43132,252,Ministry of Energy",
"3292,43221,360,Ministry of Energy",
"3316,43040,210,Ministry of Health",
"3316,43132,42,Ministry of Health",
"3316,43160,112,Ministry of Health",
"3316,43221,126,Ministry of Health",
"3316,42856,42,Ministry of Health",
"3331,43040,208,Ministry of Education",
"3331,43132,312,Ministry of Education",
"3331,43221,780,Ministry of Education",
"3341,42856,19200,Ministry of Housing",
"3353,43160,2400,Ministry of Health",
"3353,42856,2250,Ministry of Health",
"3357,43040,16900,Ministry of Health",
"3357,43221,10140,Ministry of Health",
"3365,42948,6400,Ministry of Energy",
"3370,42887,14,Ministry of Energy",
"3370,43070,2,Ministry of Energy",
"3377,42917,1974,Ministry of Education",
"3377,43040,188,Ministry of Education",
"3377,42948,1974,Ministry of Education",
"3377,43101,752,Ministry of Education",
"3377,43132,1974,Ministry of Education",
"3377,43221,1504,Ministry of Education",
"3377,42979,376,Ministry of Education",
"3387,42887,1800,Ministry of Energy",
"3391,42917,6650,Ministry of Energy",
"3391,42979,7600,Ministry of Energy",
"3391,43132,950,Ministry of Energy",
"3397,43132,11400,Ministry of Education",
"3397,42917,7125,Ministry of Education",
"3397,43040,2850,Ministry of Education",
"3397,42948,950,Ministry of Education",
"3397,43101,1425,Ministry of Education",
"3397,43221,4750,Ministry of Education",
"3397,42979,12825,Ministry of Education",
"3398,42887,17355,Ministry of Energy",
"3398,43070,17304,Ministry of Energy",
"3398,43160,9000,Ministry of Health",
"3398,42856,13500,Ministry of Health",
"3398,42979,4606,Ministry of Energy",
"3398,42948,1230,Ministry of Energy",
"3398,43101,4263,Ministry of Energy",
"3398,42826,12768,Ministry of Energy",
"3398,43191,7980,Ministry of Energy",
"3398,43132,1056,Ministry of Energy",
"3398,43040,2565,Ministry of Energy",
"3398,43221,6156,Ministry of Energy",
"3398,42856,6160,Ministry of Energy",
"3398,43160,3870,Ministry of Energy",
"3398,43009,378,Ministry of Energy",
"3398,42917,812,Ministry of Energy",
"3404,42826,2900,Ministry of Education",
"3404,43191,1450,Ministry of Education",
"3405,43040,249,Ministry of Education",
"3405,43101,166,Ministry of Education",
"3405,42948,996,Ministry of Education",
"3405,43221,332,Ministry of Education",
"3409,42887,5100,Ministry of Energy",
"3409,43070,2550,Ministry of Energy",
"3419,43101,68,Ministry of Energy",
"3429,42979,4200,Ministry of Health",
"3429,42948,1200,Ministry of Health",
"3434,43070,200,Ministry of Energy",
"3440,42826,558,Ministry of Health",
"3440,43040,310,Ministry of Health",
"3440,42887,93,Ministry of Health",
"3440,42917,186,Ministry of Health",
"3440,43009,930,Ministry of Health",
"3440,43070,620,Ministry of Health",
"3440,42979,558,Ministry of Health",
"3440,43101,248,Ministry of Health",
"3440,42948,930,Ministry of Health",
"3440,43132,558,Ministry of Health",
"3440,43191,124,Ministry of Health",
"3440,43160,434,Ministry of Health",
"3440,43221,31,Ministry of Health",
"3440,42856,651,Ministry of Health",
"3450,43040,124,Ministry of Housing",
"3450,42917,310,Ministry of Housing",
"3450,42979,248,Ministry of Housing",
"3450,43101,217,Ministry of Housing",
"3450,42948,279,Ministry of Housing",
"3450,43132,186,Ministry of Housing",
"3450,43221,496,Ministry of Housing",
"3476,42917,462,Ministry of Energy",
"3476,42979,3696,Ministry of Energy",
"3476,43132,11088,Ministry of Energy",
"3481,42826,2320,Ministry of Health",
"3481,42887,232,Ministry of Health",
"3481,43009,232,Ministry of Health",
"3481,43070,1392,Ministry of Health",
"3481,43191,1160,Ministry of Health",
"3481,43160,1392,Ministry of Health",
"3481,42856,1044,Ministry of Health",
"3483,43040,426,Ministry of Energy",
"3483,42948,4260,Ministry of Energy",
"3483,43101,1704,Ministry of Energy",
"3483,43221,3834,Ministry of Energy",
"3485,42917,480,Ministry of Energy",
"3485,43101,192,Ministry of Energy",
"3491,42887,144,Ministry of Health",
"3491,43070,432,Ministry of Health",
"3509,43040,1295,Ministry of Health",
"3509,43132,5550,Ministry of Health",
"3509,43221,1665,Ministry of Health",
"3514,43040,2544,Ministry of Health",
"3514,43221,1272,Ministry of Health",
"3515,42948,3000,Ministry of Health",
"3515,42979,900,Ministry of Health",
"3524,43040,22356,Ministry of Energy",
"3524,42948,83835,Ministry of Energy",
"3524,43101,39123,Ministry of Energy",
"3524,43221,50301,Ministry of Energy",
"3524,42917,8750,Ministry of Health",
"3524,42826,6125,Ministry of Health",
"3524,43101,14000,Ministry of Health",
"3524,43191,5250,Ministry of Health",
"3524,43009,10500,Ministry of Health",
"3525,43132,1650,Ministry of Health",
"3525,43040,11000,Ministry of Health",
"3525,43221,1100,Ministry of Health",
"3527,42948,46272,Ministry of Energy",
"3527,42979,34704,Ministry of Energy",
"3530,43160,1500,Ministry of Health",
"3530,42856,3500,Ministry of Health",
"3534,43040,1830,Ministry of Health",
"3534,42917,305,Ministry of Health",
"3534,42979,854,Ministry of Health",
"3534,43101,610,Ministry of Health",
"3534,42948,488,Ministry of Health",
"3534,43132,854,Ministry of Health",
"3534,43221,1830,Ministry of Health",
"3540,43070,480,Ministry of Energy",
"3543,42887,175,Ministry of Health",
"3543,43070,1050,Ministry of Health",
"3550,42948,5400,Ministry of Health",
"3550,42917,540,Ministry of Health",
"3550,43101,3780,Ministry of Health",
"3550,43040,1080,Ministry of Health",
"3550,43132,1620,Ministry of Health",
"3550,43221,2700,Ministry of Health",
"3550,42979,540,Ministry of Health",
"3552,43040,166,Ministry of Health",
"3552,42948,1328,Ministry of Health",
"3552,43101,747,Ministry of Health",
"3552,43221,249,Ministry of Health",
"3553,42887,700,Ministry of Health",
"3554,42948,5240,Ministry of Health",
"3554,43040,26200,Ministry of Health",
"3554,42917,7860,Ministry of Health",
"3554,43101,2620,Ministry of Health",
"3554,43132,2620,Ministry of Health",
"3554,43221,31440,Ministry of Health",
"3554,42979,5240,Ministry of Health",
"3574,42917,1134,Ministry of Health",
"3574,43101,756,Ministry of Health",
"3576,42887,150,Ministry of Health",
"3576,43009,1000,Ministry of Health",
"3576,43160,600,Ministry of Health",
"3587,42917,2910,Ministry of Education",
"3587,43132,2910,Ministry of Education",
"3587,42979,2716,Ministry of Education",
"3590,42917,3906,Ministry of Health",
"3590,43070,20480,Ministry of Health",
"3590,43009,2430,Ministry of Health",
"3590,42979,9945,Ministry of Health",
"3590,42826,6600,Ministry of Health",
"3590,42856,20020,Ministry of Health",
"3590,43160,24678,Ministry of Health",
"3590,43101,12684,Ministry of Health",
"3590,43132,7740,Ministry of Health",
"3590,42887,22770,Ministry of Health",
"3590,42948,6020,Ministry of Health",
"3590,43191,5148,Ministry of Health",
"3590,43040,156,Ministry of Health",
"3590,43221,80,Ministry of Health",
"3603,43132,20,Ministry of Energy",
"3604,42887,240,Ministry of Education",
"3606,43040,47100,Ministry of Health",
"3606,42917,18840,Ministry of Health",
"3606,42948,23550,Ministry of Health",
"3606,42979,32970,Ministry of Health",
"3606,43101,28260,Ministry of Health",
"3606,43132,70650,Ministry of Health",
"3606,43221,2355,Ministry of Health",
"3612,42917,4026,Ministry of Energy",
"3612,43101,4026,Ministry of Energy",
"3622,43040,1210,Ministry of Energy",
"3622,43132,2420,Ministry of Energy",
"3622,43221,4840,Ministry of Energy",
"3637,42826,4,Ministry of Energy",
"3637,42887,72,Ministry of Energy",
"3637,43009,32,Ministry of Energy",
"3637,43070,16,Ministry of Energy",
"3637,43191,20,Ministry of Energy",
"3637,43160,48,Ministry of Energy",
"3637,42856,20,Ministry of Energy",
"3641,43040,270,Ministry of Education",
"3641,43132,420,Ministry of Education",
"3641,43160,360,Ministry of Education",
"3641,43221,120,Ministry of Education",
"3641,42856,60,Ministry of Education",
"3641,42826,100,Ministry of Energy",
"3641,43040,160,Ministry of Energy",
"3641,42887,140,Ministry of Energy",
"3641,42917,120,Ministry of Energy",
"3641,43009,60,Ministry of Energy",
"3641,43070,480,Ministry of Energy",
"3641,42948,600,Ministry of Energy",
"3641,42979,300,Ministry of Energy",
"3641,43101,240,Ministry of Energy",
"3641,43132,80,Ministry of Energy",
"3641,43191,120,Ministry of Energy",
"3641,43160,360,Ministry of Energy",
"3641,43221,320,Ministry of Energy",
"3641,42856,400,Ministry of Energy",
"3674,42826,624,Ministry of Education",
"3674,43040,1404,Ministry of Education",
"3674,42887,416,Ministry of Education",
"3674,42917,208,Ministry of Education",
"3674,43009,520,Ministry of Education",
"3674,43070,1404,Ministry of Education",
"3674,42948,156,Ministry of Education",
"3674,42979,208,Ministry of Education",
"3674,43101,52,Ministry of Education",
"3674,43132,520,Ministry of Education",
"3674,43191,156,Ministry of Education",
"3674,43160,312,Ministry of Education",
"3674,43221,312,Ministry of Education",
"3674,42856,1404,Ministry of Education",
"3677,43040,568,Ministry of Education",
"3677,42917,2840,Ministry of Education",
"3677,42948,2556,Ministry of Education",
"3677,42979,426,Ministry of Education",
"3677,43101,1420,Ministry of Education",
"3677,43132,284,Ministry of Education",
"3677,43221,3834,Ministry of Education",
"3706,42826,94,Ministry of Housing",
"3706,42887,940,Ministry of Housing",
"3706,43009,235,Ministry of Housing",
"3706,43070,470,Ministry of Housing",
"3706,43191,47,Ministry of Housing",
"3706,43160,282,Ministry of Housing",
"3706,42856,329,Ministry of Housing",
"3735,42887,252,Ministry of Health",
"3735,43070,84,Ministry of Health",
"3736,42887,40,Ministry of Health",
"3736,43070,24,Ministry of Health",
"3745,42856,8608,Ministry of Energy",
"3745,42826,2152,Ministry of Energy",
"3745,43191,12912,Ministry of Energy",
"3745,43009,10760,Ministry of Energy",
"3745,43160,1076,Ministry of Energy",
"3745,43070,5380,Ministry of Energy",
"3745,42887,2152,Ministry of Energy",
"3748,42948,22,Ministry of Housing",
"3748,43070,330,Ministry of Housing",
"3748,42979,88,Ministry of Housing",
"3748,42887,198,Ministry of Housing",
"3751,43040,24,Ministry of Housing",
"3751,42917,84,Ministry of Housing",
"3751,43132,4,Ministry of Housing",
"3751,42948,56,Ministry of Housing",
"3751,43101,8,Ministry of Housing",
"3751,43221,16,Ministry of Housing",
"3751,42979,64,Ministry of Housing",
"3753,42826,693,Ministry of Energy",
"3753,43070,462,Ministry of Energy",
"3753,43191,495,Ministry of Energy",
"3753,42856,330,Ministry of Energy",
"3755,42948,2674,Ministry of Energy",
"3755,42979,3820,Ministry of Energy",
"3757,42826,2457,Ministry of Energy",
"3757,42887,351,Ministry of Energy",
"3757,43009,234,Ministry of Energy",
"3757,43070,117,Ministry of Energy",
"3757,43191,585,Ministry of Energy",
"3757,43160,234,Ministry of Energy",
"3757,42856,351,Ministry of Energy",
"3761,42826,24,Ministry of Energy",
"3761,43070,4,Ministry of Energy",
"3761,43191,12,Ministry of Energy",
"3761,42856,2,Ministry of Energy",
"3762,42948,900,Ministry of Energy",
"3762,42979,350,Ministry of Energy",
"3771,43040,14985,Ministry of Energy",
"3771,43221,11988,Ministry of Energy",
"3772,43132,455,Ministry of Energy",
"3773,43009,133,Ministry of Housing",
"3773,42887,1596,Ministry of Housing",
"3773,43160,266,Ministry of Housing",
"3777,43070,600,Ministry of Energy",
"3779,42917,1968,Ministry of Energy",
"3779,43132,246,Ministry of Energy",
"3779,42979,2214,Ministry of Energy",
"3786,42917,20,Ministry of Education",
"3786,43132,60,Ministry of Education",
"3786,42979,120,Ministry of Education",
"3795,42948,2400,Ministry of Health",
"3795,42979,6300,Ministry of Health",
"3797,43040,159,Ministry of Health",
"3797,43132,1590,Ministry of Health",
"3797,43160,1272,Ministry of Health",
"3797,43221,106,Ministry of Health",
"3797,42856,1060,Ministry of Health",
"3799,42917,2236,Ministry of Housing",
"3799,43132,559,Ministry of Housing",
"3799,42948,3913,Ministry of Housing",
"3799,43040,1118,Ministry of Housing",
"3799,43101,559,Ministry of Housing",
"3799,43221,8944,Ministry of Housing",
"3799,42979,8944,Ministry of Housing",
"3799,42917,1800,Ministry of Energy",
"3799,43101,450,Ministry of Energy",
"3800,42826,154,Ministry of Health",
"3800,42887,44,Ministry of Health",
"3800,43009,264,Ministry of Health",
"3800,43070,220,Ministry of Health",
"3800,43191,264,Ministry of Health",
"3800,43160,88,Ministry of Health",
"3800,42856,594,Ministry of Health",
"3810,42917,2500,Ministry of Health",
"3810,43132,1500,Ministry of Health",
"3810,42979,5250,Ministry of Health",
"3811,43009,200,Ministry of Health",
"3821,43040,500,Ministry of Health",
"3821,43221,1200,Ministry of Health",
"3830,43040,1404,Ministry of Energy",
"3830,43132,2340,Ministry of Energy",
"3830,43160,2106,Ministry of Energy",
"3830,43221,702,Ministry of Energy",
"3830,42856,468,Ministry of Energy",
"3835,42887,1108,Ministry of Energy",
